Incident Number,Opened At,Resolved At,Closed At,Category,Subcategory,Priority,Impact,Urgency,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Reopen Count,SLA Met,Resolution Hours,Caller ID,Month Year,Quarter
INC109129,2025-05-08 18:43:55,2025-05-09 14:43:55,2025-05-09 16:43:55,Software,SQL,Medium,High,Medium,On Hold,Network Team,Kevin Miller,Bangalore,IT,VPN Gateway,Firm agree meet purpose near hot guess.,3,No,20,Megan Shepherd,May-2025,Q2
INC109130,2022-10-14 09:30:45,2022-10-15 17:30:45,2022-10-16 09:30:45,Application,Oracle,Low,Low,Medium,In Progress,Linux Team,Dr. Tammie Dickerson MD,Hyderabad,Marketing,Active Directory,Less two who believe moment whom among.,5,Yes,32,Pamela Cox,Oct-2022,Q4
INC109131,2021-10-17 21:26:40,2021-10-18 20:26:40,2021-10-19 09:26:40,Hardware,Server,High,High,Medium,Closed,Database Team,Oscar Adams,Delhi,Sales,Exchange Server,Full him forward and model cause who three.,2,No,23,Jose Richardson,Oct-2021,Q4
INC109132,2024-07-31 01:44:25,2024-08-02 07:44:25,2024-08-02 23:44:25,Network,Printer,Low,Medium,High,Closed,Security Team,Stephanie Brooks,Chennai,HR,Web Server,Test much option his.,5,No,54,Maria Bishop,Jul-2024,Q3
INC109133,2023-05-07 21:19:59,2023-05-10 10:19:59,2023-05-10 13:19:59,Network,SQL,High,High,Low,On Hold,Network Team,Ashley Madden MD,Chennai,Finance,CRM Server,First six modern commercial dog reason staff forward green project first.,1,Yes,61,Dana Shields,May-2023,Q2
INC109134,2021-09-12 00:29:45,2021-09-12 08:29:45,2021-09-12 19:29:45,Cloud,Printer,High,High,Low,On Hold,Database Team,Jose Fields,Delhi,Support,Power BI Server,Respond together including hospital house finish determine word moment western.,2,No,8,Juan Bradford,Sep-2021,Q3
INC109135,2023-03-08 06:13:40,2023-03-09 06:13:40,2023-03-10 04:13:40,Database,SQL,Medium,Low,Medium,On Hold,Database Team,John Peterson DDS,Delhi,IT,SAP Server,Better college international bit answer language away TV car.,3,No,24,Greg Munoz,Mar-2023,Q1
INC109136,2023-05-04 14:36:31,2023-05-05 21:36:31,2023-05-06 20:36:31,Cloud,Laptop,Low,Medium,Low,Resolved,Service Desk,Richard Sanchez,Hyderabad,Operations,Web Server,Development standard bar life American body.,4,No,31,Bradley Barker,May-2023,Q2
INC109137,2024-03-07 21:07:04,2024-03-10 03:07:04,2024-03-10 05:07:04,Security,VPN,Medium,Medium,High,In Progress,Security Team,Gerald Figueroa,Hyderabad,Sales,SAP Server,More line myself another task tell responsibility.,3,No,54,Garrett Schmidt,Mar-2024,Q1
INC109138,2024-06-27 18:22:59,2024-07-01 16:22:59,2024-07-02 12:22:59,Hardware,Windows,High,High,Medium,Resolved,Security Team,Andrew Smith,Delhi,Marketing,Oracle DB,Go Congress result suffer certainly Congress red talk pull maybe.,3,No,94,Jessica Stark,Jun-2024,Q2
INC109139,2021-12-21 15:00:24,2021-12-25 03:00:24,2021-12-25 23:00:24,Hardware,SQL,Critical,Low,Medium,On Hold,Application Support,Jennifer Nichols,Mumbai,Finance,Power BI Server,Amount newspaper low several couple policy customer set road alone.,4,No,84,Wayne Keller,Dec-2021,Q4
INC109140,2024-02-26 23:11:25,2024-03-01 18:11:25,2024-03-02 08:11:25,Application,Laptop,High,Medium,Low,Resolved,Windows Team,Robert Russell,Bangalore,IT,Web Server,Case red very make nearly family start foot only various.,4,Yes,91,Christina Brown,Feb-2024,Q1
INC109141,2021-01-02 03:34:43,2021-01-03 23:34:43,2021-01-04 06:34:43,Application,Windows,High,Low,High,Closed,Linux Team,Patrick Riley,Hyderabad,Sales,SAP Server,We organization technology ahead measure.,4,No,44,Crystal Jones,Jan-2021,Q1
INC109142,2022-07-03 17:41:59,2022-07-06 04:41:59,2022-07-06 19:41:59,Hardware,SQL,Low,Low,Low,New,Cloud Team,Cynthia White,Bangalore,Support,Oracle DB,Buy would quickly commercial daughter available senior can less follow.,4,Yes,59,Nicholas Munoz,Jul-2022,Q3
INC109143,2024-01-16 09:54:27,2024-01-17 23:54:27,2024-01-18 19:54:27,Email,Linux,Medium,High,Low,New,Database Team,Brittany Rodriguez,Delhi,HR,CRM Server,Across anyone detail night officer.,5,Yes,38,Randall Cannon,Jan-2024,Q1
INC109144,2021-08-29 10:51:01,2021-08-31 15:51:01,2021-09-01 08:51:01,Database,Linux,High,Medium,Low,On Hold,Windows Team,Aaron Smith,Mumbai,Marketing,SAP Server,That officer kind seek unit outside short hospital above this.,1,No,53,Rebecca Potts,Aug-2021,Q3
INC109145,2021-07-01 03:50:42,2021-07-03 07:50:42,2021-07-04 02:50:42,Database,Laptop,Critical,High,High,In Progress,Network Team,Mr. Keith Pearson,Pune,Support,Exchange Server,Writer page interview force.,0,No,52,Allison Massey,Jul-2021,Q3
INC109146,2022-05-15 12:43:03,2022-05-19 10:43:03,2022-05-20 03:43:03,Application,VPN,High,Low,High,On Hold,Windows Team,Danielle Torres,Delhi,Marketing,CRM Server,Exactly just never officer himself ever certain.,1,No,94,Steven Flores,May-2022,Q2
INC109147,2023-03-09 04:13:27,2023-03-09 05:13:27,2023-03-09 15:13:27,Database,Firewall,High,Low,Low,On Hold,Security Team,Sarah Williams,Kolkata,Marketing,Web Server,Throughout site attack science chance forward town maintain chance.,3,No,1,Allison Massey,Mar-2023,Q1
INC109148,2021-12-20 13:11:29,2021-12-23 17:11:29,2021-12-24 04:11:29,Security,Server,Medium,High,Medium,Resolved,Database Team,Joshua Williams,Hyderabad,Sales,Oracle DB,Nature whole discover less five reflect could goal build process.,0,Yes,76,Kelli Moore,Dec-2021,Q4
INC109149,2026-04-01 15:36:06,2026-04-02 10:36:06,2026-04-03 02:36:06,Database,Server,High,High,Medium,Closed,Security Team,Ryan Delgado,Delhi,HR,Active Directory,Long current race little thank have then.,0,No,19,Jane Mitchell,Apr-2026,Q2
INC109150,2021-07-21 13:17:09,2021-07-23 22:17:09,2021-07-24 00:17:09,Network,Server,High,Medium,Medium,Resolved,Network Team,Richard Mcpherson,Hyderabad,Support,SAP Server,Protect easy agree down forward laugh option military citizen.,1,Yes,57,Matthew Hicks,Jul-2021,Q3
INC109151,2025-11-19 00:32:59,2025-11-19 09:32:59,2025-11-19 10:32:59,Network,Printer,Medium,High,High,In Progress,Windows Team,Melissa Warren,Delhi,HR,CRM Server,Candidate several better history option organization.,2,Yes,9,Tyler Norris,Nov-2025,Q4
INC109152,2026-03-04 03:57:23,2026-03-04 12:57:23,2026-03-04 22:57:23,Software,Laptop,Critical,High,Low,On Hold,Cloud Team,Christina Jenkins,Chennai,Operations,Web Server,Republican give group support operation movement collection short.,1,No,9,Brian Carter,Mar-2026,Q1
INC109153,2022-12-26 05:43:05,2022-12-28 06:43:05,2022-12-29 02:43:05,Security,Firewall,Critical,Low,High,Resolved,Application Support,James Ramsey,Mumbai,HR,Oracle DB,State interesting blood pull son sit experience form truth.,0,Yes,49,Jennifer Sullivan,Dec-2022,Q4
INC109154,2025-12-03 22:56:34,2025-12-05 02:56:34,2025-12-05 16:56:34,Security,VPN,Critical,Low,High,New,Cloud Team,Sarah Torres,Chennai,Support,Web Server,Score account particular investment movement budget open.,0,Yes,28,Michael Smith,Dec-2025,Q4
INC109155,2026-07-14 22:01:33,2026-07-15 14:01:33,2026-07-16 05:01:33,Network,Printer,Critical,High,Medium,In Progress,Linux Team,Nicole Parker,Hyderabad,Operations,Exchange Server,Myself year body enjoy piece institution.,5,No,16,Jennifer Jackson,Jul-2026,Q3
INC109156,2022-03-09 06:24:38,2022-03-10 00:24:38,2022-03-10 21:24:38,Cloud,VPN,Low,Low,High,In Progress,Linux Team,Nathan Johnson,Chennai,Operations,SAP Server,Modern sing Democrat environmental increase work leave kind.,4,No,18,Robert Flowers,Mar-2022,Q1
INC109157,2024-06-24 06:16:45,2024-06-27 01:16:45,2024-06-27 23:16:45,Email,Linux,High,Low,High,On Hold,Security Team,Laura Schneider,Pune,Operations,SAP Server,Over however very as institution for term.,4,No,67,Todd Smith,Jun-2024,Q2
INC109158,2024-05-11 21:00:43,2024-05-12 01:00:43,2024-05-12 19:00:43,Software,VPN,Critical,Medium,Low,Resolved,Security Team,Brandon Henson,Chennai,Operations,Active Directory,Security measure watch identify seat forward.,1,Yes,4,Kelly Stanley,May-2024,Q2
INC109159,2026-01-06 19:29:45,2026-01-08 08:29:45,2026-01-08 21:29:45,Email,Printer,Medium,High,Medium,New,Linux Team,Nathan Barnes,Chennai,Sales,Oracle DB,Realize rest vote phone offer economy.,3,No,37,Olivia Page,Jan-2026,Q1
INC109160,2025-05-09 13:17:49,2025-05-10 16:17:49,2025-05-11 07:17:49,Security,Laptop,Critical,Low,Medium,In Progress,Security Team,Karen Austin,Kolkata,Operations,Oracle DB,Around before shoulder weight late easy true must.,3,No,27,Felicia Parrish,May-2025,Q2
INC109161,2025-10-05 11:21:24,2025-10-05 22:21:24,2025-10-06 17:21:24,Database,Linux,Medium,Low,Medium,On Hold,Service Desk,Stephen Waters,Hyderabad,IT,Exchange Server,Main everything father leg while public direction give series back.,4,Yes,11,Linda Maddox,Oct-2025,Q4
INC109162,2024-01-24 16:09:29,2024-01-28 05:09:29,2024-01-28 14:09:29,Security,VPN,High,Low,Medium,Closed,Windows Team,Jennifer Weaver,Mumbai,HR,Power BI Server,Effect consider guess debate hand manage.,3,Yes,85,Maria Bishop,Jan-2024,Q1
INC109163,2021-06-01 19:05:59,2021-06-02 10:05:59,2021-06-03 06:05:59,Security,Oracle,Critical,Medium,Low,Closed,Windows Team,Daniel Rogers,Pune,Support,Exchange Server,Open create type left during admit floor beat agency reality.,1,Yes,15,Cody Lowe,Jun-2021,Q2
INC109164,2024-09-23 01:43:06,2024-09-25 11:43:06,2024-09-26 07:43:06,Network,Oracle,Medium,Medium,High,On Hold,Linux Team,Russell Schmitt,Mumbai,Support,Oracle DB,Wait authority society although include.,4,Yes,58,Brandon Hicks,Sep-2024,Q3
INC109165,2022-03-27 20:49:25,2022-03-27 23:49:25,2022-03-28 05:49:25,Hardware,Windows,High,Low,Low,Resolved,Service Desk,Christina Caldwell,Kolkata,Operations,Oracle DB,Possible million that have care party top with.,0,No,3,Christopher Simon,Mar-2022,Q1
INC109166,2023-02-16 07:03:10,2023-02-19 05:03:10,2023-02-20 02:03:10,Software,Server,Critical,High,Low,Closed,Security Team,Christopher Morton,Mumbai,HR,SAP Server,Final current investment chance power customer surface almost.,1,No,70,Matthew Carter,Feb-2023,Q1
INC109167,2022-03-15 15:36:15,2022-03-16 02:36:15,2022-03-16 05:36:15,Database,Laptop,High,High,Medium,Closed,Linux Team,Linda Bell,Pune,Operations,Power BI Server,Within building spring could or great market adult.,2,Yes,11,Abigail Griffin,Mar-2022,Q1
INC109168,2024-12-07 16:11:21,2024-12-10 16:11:21,2024-12-10 18:11:21,Hardware,Oracle,Critical,High,Low,In Progress,Service Desk,Carol Willis,Mumbai,IT,VPN Gateway,Environmental pay too wear media pay Mrs air.,2,Yes,72,Morgan Dean,Dec-2024,Q4
INC109169,2025-04-14 17:50:06,2025-04-16 23:50:06,2025-04-17 11:50:06,Software,Oracle,Low,Medium,Medium,In Progress,Network Team,Kenneth Casey,Chennai,Finance,SAP Server,Seven doctor back case hard often short population.,3,Yes,54,Angela Diaz,Apr-2025,Q2
INC109170,2025-10-27 00:18:06,2025-10-30 01:18:06,2025-10-31 01:18:06,Application,Printer,Low,High,Low,Closed,Cloud Team,Amanda Hernandez,Chennai,IT,Oracle DB,Field third program trial read piece gun.,4,No,73,Deborah Curtis,Oct-2025,Q4
INC109171,2024-11-06 02:54:22,2024-11-08 10:54:22,2024-11-09 10:54:22,Network,Firewall,Low,High,Low,New,Linux Team,Justin Anderson,Kolkata,HR,VPN Gateway,Seem manager similar religious nothing fear door focus watch.,5,No,56,Jane Cunningham,Nov-2024,Q4
INC109172,2023-08-02 09:14:20,2023-08-04 21:14:20,2023-08-05 20:14:20,Database,VPN,Low,High,Medium,Closed,Application Support,Latoya Boyd,Bangalore,Support,SAP Server,Might apply teach they few really tend.,0,No,60,Ricky Powell,Aug-2023,Q3
INC109173,2024-01-08 00:38:33,2024-01-11 16:38:33,2024-01-12 15:38:33,Database,Oracle,Critical,Medium,Low,Resolved,Linux Team,Sarah Diaz,Mumbai,Operations,Web Server,Store role reality drive western power.,5,No,88,Jessica Frederick,Jan-2024,Q1
INC109174,2021-01-02 15:30:24,2021-01-04 09:30:24,2021-01-05 06:30:24,Network,Linux,Critical,High,High,In Progress,Database Team,Jason Johnson,Mumbai,Marketing,Web Server,Statement military people this key through.,0,Yes,42,Wayne Keller,Jan-2021,Q1
INC109175,2022-07-25 13:21:58,2022-07-25 22:21:58,2022-07-26 21:21:58,Application,Laptop,High,Medium,High,In Progress,Service Desk,Megan Smith,Chennai,Support,VPN Gateway,Hold else affect can customer whatever who station risk morning add.,3,No,9,Stephen Tucker,Jul-2022,Q3
INC109176,2021-02-18 03:08:35,2021-02-19 13:08:35,2021-02-20 03:08:35,Cloud,SQL,Critical,Medium,Medium,New,Linux Team,Julie Valdez,Pune,HR,Oracle DB,Material individual program wife him.,1,No,34,Melinda Lopez,Feb-2021,Q1
INC109177,2021-03-04 02:12:22,2021-03-07 17:12:22,2021-03-07 23:12:22,Hardware,Printer,Critical,Low,Medium,In Progress,Security Team,Sarah Miller,Bangalore,HR,VPN Gateway,Resource region leader picture most painting seek research worry throw.,2,Yes,87,Mary Reyes,Mar-2021,Q1
INC109178,2024-12-29 09:11:15,2024-12-29 14:11:15,2024-12-30 04:11:15,Database,Server,Low,Low,High,New,Windows Team,Laura Rivera,Delhi,HR,Active Directory,According local value traditional try own yourself owner.,3,Yes,5,Katelyn Jones,Dec-2024,Q4
INC109179,2026-05-24 12:48:53,2026-05-25 14:48:53,2026-05-25 22:48:53,Network,Firewall,Low,High,Low,In Progress,Application Support,Angela Good,Hyderabad,Sales,Active Directory,Nation particularly build scene expert must TV soon accept fund state.,2,Yes,26,Megan Dickson,May-2026,Q2
INC109180,2022-02-24 21:25:56,2022-02-27 21:25:56,2022-02-27 22:25:56,Application,Server,Critical,High,Low,Closed,Cloud Team,Julia Chavez,Kolkata,Support,VPN Gateway,Water act training science see institution once.,0,No,72,Donna Williams,Feb-2022,Q1
INC109181,2025-02-24 01:07:06,2025-02-25 03:07:06,2025-02-25 11:07:06,Cloud,Linux,Critical,High,High,In Progress,Linux Team,Dustin Taylor,Kolkata,Support,Active Directory,Each mother newspaper fish six win determine give.,1,Yes,26,Nathan Harrison,Feb-2025,Q1
INC109182,2026-01-12 14:42:26,2026-01-14 10:42:26,2026-01-14 12:42:26,Software,Oracle,Medium,Low,Low,Closed,Database Team,Shannon Tucker,Mumbai,Sales,Power BI Server,They lose mind sing not most material soldier.,1,Yes,44,Margaret Hall,Jan-2026,Q1
INC109183,2021-01-17 10:03:09,2021-01-17 14:03:09,2021-01-17 15:03:09,Network,SQL,Medium,Low,High,In Progress,Security Team,Michael Gomez,Pune,Support,Power BI Server,Poor anything eye receive safe energy world detail.,3,Yes,4,Diane Chavez,Jan-2021,Q1
INC109184,2022-01-14 18:22:52,2022-01-17 07:22:52,2022-01-17 20:22:52,Hardware,Oracle,Low,High,Medium,Resolved,Database Team,Chloe Taylor,Pune,Finance,Web Server,House according central economic plan natural those wall on.,5,Yes,61,Carly Taylor,Jan-2022,Q1
INC109185,2026-07-23 05:46:01,2026-07-24 09:46:01,2026-07-24 14:46:01,Hardware,Printer,Low,Medium,Low,On Hold,Security Team,Caitlyn Bender,Mumbai,HR,CRM Server,Fine toward good modern another let world size daughter.,4,Yes,28,Morgan Williams,Jul-2026,Q3
INC109186,2021-12-27 16:49:52,2021-12-31 03:49:52,2021-12-31 12:49:52,Software,Server,Medium,Low,Low,Closed,Windows Team,James Peterson,Chennai,HR,Power BI Server,Form writer western heavy recent risk soon anything wind nature.,1,Yes,83,Douglas Warren,Dec-2021,Q4
INC109187,2022-12-17 06:01:49,2022-12-18 18:01:49,2022-12-19 10:01:49,Database,Firewall,High,Low,Medium,In Progress,Linux Team,Patricia Hall,Pune,Support,VPN Gateway,Sound form interesting place view book suggest cup.,1,Yes,36,Katie Morgan,Dec-2022,Q4
INC109188,2023-02-22 22:25:11,2023-02-24 16:25:11,2023-02-25 13:25:11,Hardware,Linux,Critical,Low,Medium,In Progress,Service Desk,Elizabeth Whitehead,Kolkata,IT,Web Server,Daughter reduce campaign their customer shoulder.,0,No,42,Katie Morgan,Feb-2023,Q1
INC109189,2022-08-27 20:34:37,2022-08-28 16:34:37,2022-08-28 17:34:37,Cloud,Server,Medium,Medium,Medium,Closed,Application Support,Jason Jenkins,Chennai,Operations,CRM Server,Contain check able the employee play buy.,0,No,20,Jake Lewis,Aug-2022,Q3
INC109190,2025-08-14 04:47:44,2025-08-17 13:47:44,2025-08-18 02:47:44,Software,Laptop,Critical,Low,High,On Hold,Service Desk,Michelle Morrison,Pune,IT,SAP Server,Nor she have mother keep draw way alone or part.,1,Yes,81,Christina Brown,Aug-2025,Q3
INC109191,2022-02-23 12:18:03,2022-02-26 20:18:03,2022-02-26 22:18:03,Software,VPN,Low,Medium,Medium,In Progress,Database Team,Brandy Sanders,Mumbai,Sales,Web Server,Certain sit white staff enter ago everything.,2,Yes,80,Christopher Valdez,Feb-2022,Q1
INC109192,2025-11-06 08:00:36,2025-11-06 21:00:36,2025-11-07 19:00:36,Network,SQL,High,Medium,High,Resolved,Cloud Team,Colin Ortiz,Kolkata,HR,Web Server,Degree beat tonight person into effort future.,3,No,13,Nathan Harrison,Nov-2025,Q4
INC109193,2026-04-19 14:55:58,2026-04-21 12:55:58,2026-04-21 21:55:58,Hardware,Windows,High,High,Medium,Resolved,Linux Team,Amanda Crawford,Kolkata,Marketing,SAP Server,Edge federal likely opportunity whom.,1,No,46,Sarah Lewis,Apr-2026,Q2
INC109194,2024-12-06 07:05:12,2024-12-10 07:05:12,2024-12-10 09:05:12,Email,SQL,High,Medium,Medium,Closed,Cloud Team,Nathan Gonzalez,Hyderabad,Support,CRM Server,Want somebody before economy save off.,0,Yes,96,Robin Stewart,Dec-2024,Q4
INC109195,2026-05-24 16:16:12,2026-05-27 05:16:12,2026-05-27 10:16:12,Application,Linux,Critical,High,Medium,Closed,Linux Team,Elizabeth Holt,Delhi,Finance,VPN Gateway,Yard thus laugh senior simple town growth similar.,0,Yes,61,Anthony Valdez,May-2026,Q2
INC109196,2023-03-13 04:47:59,2023-03-13 10:47:59,2023-03-14 04:47:59,Software,Printer,Low,High,Low,Closed,Windows Team,David Newton,Bangalore,Operations,VPN Gateway,Face strategy capital economy send Mrs raise.,1,Yes,6,Tracey Garcia,Mar-2023,Q1
INC109197,2024-08-17 03:04:46,2024-08-19 05:04:46,2024-08-19 09:04:46,Network,Oracle,Critical,Medium,High,Resolved,Application Support,Deborah Patton,Bangalore,Finance,Oracle DB,Girl how score police this join computer.,4,No,50,Adam Benson,Aug-2024,Q3
INC109198,2022-11-19 06:31:16,2022-11-22 03:31:16,2022-11-22 14:31:16,Application,Linux,High,High,Low,Resolved,Security Team,Aaron White,Hyderabad,IT,CRM Server,Into will affect audience however wife.,0,No,69,Daniel Long,Nov-2022,Q4
INC109199,2021-11-03 17:29:49,2021-11-05 02:29:49,2021-11-05 09:29:49,Email,Printer,Medium,Low,Low,On Hold,Network Team,Aaron Mann,Delhi,IT,Power BI Server,Check thing sort painting accept.,4,Yes,33,Susan Mendoza,Nov-2021,Q4
INC109200,2023-11-30 08:02:37,2023-12-03 17:02:37,2023-12-04 05:02:37,Database,Printer,Critical,High,Medium,Resolved,Database Team,Robert Simmons,Mumbai,Operations,CRM Server,Education yard democratic choose item save threat center.,3,No,81,Teresa Vazquez,Nov-2023,Q4
INC109201,2021-09-11 14:32:46,2021-09-13 14:32:46,2021-09-13 20:32:46,Software,VPN,Low,Medium,Low,In Progress,Database Team,Edward Ramirez DDS,Hyderabad,Marketing,Exchange Server,Skill kind home night line end local ability away.,2,Yes,48,Rebecca Palmer,Sep-2021,Q3
INC109202,2022-07-23 11:02:22,2022-07-24 22:02:22,2022-07-25 01:02:22,Hardware,SQL,Medium,High,Medium,In Progress,Linux Team,Anthony Horn,Mumbai,IT,Active Directory,Doctor site rather son performance guess information.,4,No,35,Terrence Bullock,Jul-2022,Q3
INC109203,2022-09-21 15:58:08,2022-09-25 00:58:08,2022-09-25 21:58:08,Software,Printer,Critical,High,High,Closed,Database Team,Michael Alvarado,Hyderabad,IT,Active Directory,Gas TV skill product far sister by child side go.,3,Yes,81,Paul Mills,Sep-2022,Q3
INC109204,2022-03-06 14:12:41,2022-03-07 19:12:41,2022-03-08 01:12:41,Database,Firewall,High,Low,Low,Resolved,Security Team,April Anderson,Delhi,Sales,CRM Server,Enjoy discover modern prove across picture.,1,No,29,Sherry Wong,Mar-2022,Q1
INC109205,2024-02-14 15:19:30,2024-02-16 20:19:30,2024-02-17 12:19:30,Cloud,Windows,Low,Medium,Medium,Closed,Linux Team,Lisa Bell,Delhi,Finance,VPN Gateway,Most into on authority on every type discover.,2,Yes,53,Jennifer Chambers,Feb-2024,Q1
INC109206,2023-12-09 11:37:44,2023-12-10 23:37:44,2023-12-11 16:37:44,Cloud,VPN,High,Medium,Low,Resolved,Database Team,Ashley Cameron,Chennai,Operations,Active Directory,Today woman current pass little serve several rock.,2,No,36,Kathryn Joseph,Dec-2023,Q4
