Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG107826,2021-04-28 23:47:03,2021-05-03 23:47:03,2021-05-05 23:47:03,2021-05-04 03:47:03,2021-05-05 01:47:03,Standard,Low,Low,Review,Cloud,Cloud Team,Amber Mclaughlin,Hyderabad,Finance,Exchange Server,Mother probably data court feel Republican check rich military.,No Conflict,Approved,Awaiting Approval,Apr-2021,Q2
CHG107827,2022-01-24 08:33:13,2022-01-26 08:33:13,2022-01-28 08:33:13,2022-01-26 08:33:13,2022-01-26 16:33:13,Emergency,Low,High,Implement,Application,Security Team,Lisa Goodman,Chennai,IT,CRM Server,Foot eat possible let opportunity out practice present you away.,No Conflict,Pending,Business Request,Jan-2022,Q1
CHG107828,2023-12-04 13:18:26,2023-12-08 13:18:26,2023-12-11 13:18:26,2023-12-08 13:18:26,2023-12-09 12:18:26,Normal,Medium,High,Implement,Security,Linux Team,Patricia Lopez,Pune,Sales,SAP Server,Answer suddenly call TV wind adult think strategy.,Conflict Detected,Approved,Vendor Delay,Dec-2023,Q4
CHG107829,2021-04-09 15:24:02,2021-04-11 15:24:02,2021-04-12 15:24:02,2021-04-11 17:24:02,2021-04-12 01:24:02,Normal,Low,Low,Review,Email,Cloud Team,Ashley Blair,Delhi,Marketing,VPN Gateway,Area field assume smile policy ability bed make accept.,No Conflict,Pending,Business Request,Apr-2021,Q2
CHG107830,2026-04-09 17:36:18,2026-04-10 17:36:18,2026-04-12 17:36:18,2026-04-10 18:36:18,2026-04-10 20:36:18,Emergency,High,Critical,Review,Software,Security Team,Bryan Cruz,Chennai,Finance,Active Directory,What artist edge turn on none culture health measure may technology.,Conflict Detected,Pending,CAB Review,Apr-2026,Q2
CHG107831,2026-05-25 15:19:23,2026-05-26 15:19:23,2026-05-27 15:19:23,2026-05-26 16:19:23,2026-05-26 20:19:23,Normal,Medium,Critical,Implement,Application,Windows Team,Nicole Wolfe,Pune,IT,Web Server,One call mention stock might lose always activity action.,Conflict Detected,Rejected,Vendor Delay,May-2026,Q2
CHG107832,2025-02-21 15:44:25,2025-02-25 15:44:25,2025-02-28 15:44:25,2025-02-25 16:44:25,2025-02-26 05:44:25,Normal,Low,Medium,Assess,Cloud,Network Team,John Arellano,Pune,IT,Oracle DB,Budget story foot add building Mr article.,Conflict Detected,Pending,Awaiting Approval,Feb-2025,Q1
CHG107833,2022-10-25 14:41:40,2022-10-28 14:41:40,2022-10-31 14:41:40,2022-10-28 18:41:40,2022-10-29 08:41:40,Standard,High,High,Review,Database,Security Team,Cheryl Anderson,Chennai,Sales,Oracle DB,Should other protect their road include upon thought.,Conflict Detected,Pending,Vendor Delay,Oct-2022,Q4
CHG107834,2024-09-13 15:03:06,2024-09-17 15:03:06,2024-09-19 15:03:06,2024-09-17 16:03:06,2024-09-18 13:03:06,Normal,Medium,Medium,Scheduled,Application,Linux Team,Melvin Russell,Mumbai,Marketing,Power BI Server,Animal material factor read form.,No Conflict,Pending,Vendor Delay,Sep-2024,Q3
CHG107835,2024-01-12 08:54:12,2024-01-13 08:54:12,2024-01-15 08:54:12,2024-01-13 11:54:12,2024-01-13 21:54:12,Normal,Medium,Critical,Review,Application,Application Support,Robert Harper,Bangalore,Finance,Power BI Server,Couple actually alone seven theory same plant number member.,Conflict Detected,Pending,,Jan-2024,Q1
CHG107836,2025-04-11 04:36:27,2025-04-16 04:36:27,2025-04-18 04:36:27,2025-04-16 04:36:27,2025-04-16 10:36:27,Standard,Medium,Low,Closed,Network,Cloud Team,Angela Jones,Mumbai,Support,Active Directory,There piece then number quite.,Conflict Detected,Approved,Awaiting Approval,Apr-2025,Q2
CHG107837,2024-03-16 09:26:40,2024-03-20 09:26:40,2024-03-23 09:26:40,2024-03-20 13:26:40,2024-03-21 03:26:40,Standard,High,Low,Assess,Cloud,Database Team,Gina Allen,Chennai,Finance,Web Server,After break civil body or.,No Conflict,Approved,Vendor Delay,Mar-2024,Q1
CHG107838,2022-06-03 02:49:37,2022-06-04 02:49:37,2022-06-05 02:49:37,2022-06-04 04:49:37,2022-06-05 02:49:37,Standard,Medium,Medium,Review,Hardware,Cloud Team,Isabella Perry,Delhi,Marketing,Active Directory,Better treat rise chair nature mission skill wife particularly.,No Conflict,Approved,CAB Review,Jun-2022,Q2
CHG107839,2021-11-22 10:52:22,2021-11-23 10:52:22,2021-11-24 10:52:22,2021-11-23 10:52:22,2021-11-23 20:52:22,Emergency,Medium,High,Implement,Application,Application Support,Rebecca Cohen,Delhi,Support,VPN Gateway,Professional same this return firm.,No Conflict,Pending,CAB Review,Nov-2021,Q4
CHG107840,2025-03-24 22:11:38,2025-03-28 22:11:38,2025-03-30 22:11:38,2025-03-28 22:11:38,2025-03-29 16:11:38,Normal,Low,Low,Assess,Software,Cloud Team,Robin Stevens,Mumbai,IT,Oracle DB,Generation method center value force dream woman moment.,Conflict Detected,Approved,Business Request,Mar-2025,Q1
CHG107841,2026-03-24 16:49:49,2026-03-28 16:49:49,2026-03-29 16:49:49,2026-03-28 22:49:49,2026-03-29 03:49:49,Normal,Low,High,Scheduled,Application,Application Support,Anthony Morales,Hyderabad,Marketing,Web Server,Eight price relate house say serious.,Conflict Detected,Rejected,Vendor Delay,Mar-2026,Q1
CHG107842,2023-06-12 04:15:26,2023-06-14 04:15:26,2023-06-16 04:15:26,2023-06-14 07:15:26,2023-06-14 13:15:26,Normal,High,Low,Assess,Security,Application Support,Allen Smith,Chennai,Sales,SAP Server,There beautiful throw specific energy five forget.,Conflict Detected,Approved,Awaiting Approval,Jun-2023,Q2
CHG107843,2024-09-02 13:40:04,2024-09-05 13:40:04,2024-09-06 13:40:04,2024-09-05 21:40:04,2024-09-06 03:40:04,Standard,Medium,Critical,Implement,Network,Application Support,Eric Nolan,Pune,IT,Web Server,Control long suddenly son machine sound hold.,No Conflict,Rejected,Business Request,Sep-2024,Q3
CHG107844,2025-05-17 02:23:26,2025-05-22 02:23:26,2025-05-23 02:23:26,2025-05-22 06:23:26,2025-05-22 10:23:26,Emergency,High,Critical,Implement,Cloud,Cloud Team,Matthew Nelson,Chennai,Support,Exchange Server,Trouble specific democratic well support skill some the Republican adult.,No Conflict,Pending,Business Request,May-2025,Q2
CHG107845,2023-04-10 04:52:43,2023-04-12 04:52:43,2023-04-15 04:52:43,2023-04-12 12:52:43,2023-04-12 16:52:43,Normal,High,Medium,New,Cloud,Service Desk,Eric Jenkins,Mumbai,Marketing,VPN Gateway,Nor scientist serious beyond reveal thought amount white strategy something.,No Conflict,Pending,Business Request,Apr-2023,Q2
CHG107846,2022-08-19 23:22:10,2022-08-20 23:22:10,2022-08-21 23:22:10,2022-08-21 06:22:10,2022-08-21 14:22:10,Emergency,High,Medium,Assess,Application,Security Team,Scott Henderson,Bangalore,Marketing,SAP Server,Public low particularly own then.,Conflict Detected,Pending,,Aug-2022,Q3
CHG107847,2025-01-30 11:07:41,2025-02-02 11:07:41,2025-02-05 11:07:41,2025-02-02 18:07:41,2025-02-03 07:07:41,Normal,Medium,Critical,New,Network,Application Support,John Neal,Kolkata,Sales,Web Server,Agreement would ball anything ground spend thousand.,No Conflict,Pending,Business Request,Jan-2025,Q1
CHG107848,2023-12-24 19:35:10,2023-12-28 19:35:10,2023-12-30 19:35:10,2023-12-28 23:35:10,2023-12-29 14:35:10,Standard,Medium,Medium,New,Email,Cloud Team,Shannon Weaver,Bangalore,Support,Power BI Server,These suffer watch law bar expect figure wall.,No Conflict,Rejected,Awaiting Approval,Dec-2023,Q4
CHG107849,2024-04-24 05:57:16,2024-04-29 05:57:16,2024-05-02 05:57:16,2024-04-29 08:57:16,2024-04-30 03:57:16,Normal,High,Low,New,Security,Network Team,Stephen Mcneil,Kolkata,Support,Web Server,Man land PM office pattern stuff deal nation.,No Conflict,Pending,Vendor Delay,Apr-2024,Q2
CHG107850,2022-03-19 08:51:24,2022-03-24 08:51:24,2022-03-25 08:51:24,2022-03-24 11:51:24,2022-03-25 05:51:24,Standard,High,High,Assess,Security,Security Team,Trevor Mclaughlin,Chennai,Operations,Oracle DB,Idea country tell good woman arrive today want goal.,Conflict Detected,Pending,Awaiting Approval,Mar-2022,Q1
CHG107851,2025-02-13 01:59:57,2025-02-16 01:59:57,2025-02-18 01:59:57,2025-02-16 02:59:57,2025-02-16 07:59:57,Emergency,High,Low,New,Software,Network Team,Katherine Smith,Bangalore,Support,Oracle DB,World give organization design production various standard board machine.,Conflict Detected,Pending,Vendor Delay,Feb-2025,Q1
CHG107852,2021-10-12 23:09:05,2021-10-16 23:09:05,2021-10-17 23:09:05,2021-10-17 02:09:05,2021-10-17 05:09:05,Standard,High,High,Implement,Application,Linux Team,Jay Sims,Mumbai,HR,Active Directory,Eat west soon again education carry television.,No Conflict,Approved,Vendor Delay,Oct-2021,Q4
CHG107853,2025-09-21 03:10:42,2025-09-22 03:10:42,2025-09-24 03:10:42,2025-09-22 06:10:42,2025-09-23 04:10:42,Normal,Low,High,Implement,Hardware,Application Support,Matthew Blanchard,Chennai,Operations,Exchange Server,Stock rule mean guess finish Mrs almost fish.,No Conflict,Rejected,,Sep-2025,Q3
CHG107854,2022-04-30 09:08:27,2022-05-05 09:08:27,2022-05-08 09:08:27,2022-05-05 12:08:27,2022-05-06 03:08:27,Standard,Medium,High,Scheduled,Database,Linux Team,Robert Graham,Delhi,IT,Active Directory,Take job history agree recognize individual listen record wish small.,Conflict Detected,Rejected,Awaiting Approval,Apr-2022,Q2
CHG107855,2026-05-22 13:59:52,2026-05-27 13:59:52,2026-05-30 13:59:52,2026-05-27 14:59:52,2026-05-28 04:59:52,Emergency,Low,Critical,Assess,Application,Security Team,Dr. Louis Simmons DDS,Chennai,Finance,SAP Server,Oil property school continue cold soldier give issue.,No Conflict,Rejected,CAB Review,May-2026,Q2
CHG107856,2022-12-09 13:36:47,2022-12-11 13:36:47,2022-12-13 13:36:47,2022-12-11 21:36:47,2022-12-12 21:36:47,Normal,Low,Low,Scheduled,Application,Security Team,Joseph Clark,Delhi,Support,Exchange Server,Assume might concern also hold as these management.,Conflict Detected,Approved,,Dec-2022,Q4
CHG107857,2021-03-01 12:49:51,2021-03-05 12:49:51,2021-03-06 12:49:51,2021-03-05 12:49:51,2021-03-06 03:49:51,Normal,Medium,Low,Authorize,Software,Windows Team,Bruce Russell,Hyderabad,HR,Web Server,By hit put phone money discuss great.,Conflict Detected,Rejected,Business Request,Mar-2021,Q1
CHG107858,2021-01-09 05:14:44,2021-01-12 05:14:44,2021-01-15 05:14:44,2021-01-12 12:14:44,2021-01-12 16:14:44,Emergency,Low,Critical,Implement,Email,Application Support,Cynthia Fowler,Bangalore,Support,Web Server,Knowledge various up push wait avoid free late too ago.,No Conflict,Approved,Vendor Delay,Jan-2021,Q1
CHG107859,2026-01-09 16:46:12,2026-01-11 16:46:12,2026-01-12 16:46:12,2026-01-11 16:46:12,2026-01-12 02:46:12,Emergency,High,Medium,Review,Email,Network Team,Kristin Wood,Chennai,Finance,VPN Gateway,Act call simply firm property staff machine might receive yet bad.,Conflict Detected,Rejected,Business Request,Jan-2026,Q1
CHG107860,2024-06-14 15:01:03,2024-06-16 15:01:03,2024-06-19 15:01:03,2024-06-16 16:01:03,2024-06-17 14:01:03,Normal,High,Medium,Closed,Email,Windows Team,Richard Farrell,Mumbai,Sales,Web Server,Somebody ahead them specific charge without act.,No Conflict,Approved,,Jun-2024,Q2
CHG107861,2025-02-24 17:49:27,2025-03-01 17:49:27,2025-03-03 17:49:27,2025-03-01 19:49:27,2025-03-02 04:49:27,Emergency,High,Medium,New,Application,Service Desk,Rebekah Spence,Kolkata,Operations,Web Server,Race service management size action employee happen paper listen daughter.,Conflict Detected,Rejected,,Feb-2025,Q1
CHG107862,2022-10-29 22:35:58,2022-10-30 22:35:58,2022-10-31 22:35:58,2022-10-31 00:35:58,2022-10-31 16:35:58,Emergency,Low,Low,Scheduled,Application,Cloud Team,Randall Anderson,Mumbai,Support,Oracle DB,Address to season charge son this.,No Conflict,Approved,Business Request,Oct-2022,Q4
CHG107863,2022-05-02 18:00:50,2022-05-03 18:00:50,2022-05-06 18:00:50,2022-05-04 00:00:50,2022-05-04 07:00:50,Normal,Medium,Low,New,Software,Cloud Team,Kim Gonzalez,Chennai,HR,Web Server,Blood test season forward education responsibility.,No Conflict,Pending,CAB Review,May-2022,Q2
CHG107864,2022-12-03 21:03:51,2022-12-08 21:03:51,2022-12-10 21:03:51,2022-12-09 00:03:51,2022-12-09 11:03:51,Emergency,Medium,High,Authorize,Email,Application Support,Austin Howard,Delhi,Marketing,Active Directory,Happy much against thank week safe.,No Conflict,Rejected,Awaiting Approval,Dec-2022,Q4
CHG107865,2025-01-15 21:14:27,2025-01-19 21:14:27,2025-01-22 21:14:27,2025-01-20 04:14:27,2025-01-21 02:14:27,Emergency,Medium,Critical,Assess,Cloud,Application Support,Bruce Kim,Kolkata,Operations,Exchange Server,Indicate fall free kind imagine plant.,No Conflict,Rejected,Awaiting Approval,Jan-2025,Q1
CHG107866,2026-01-09 00:46:00,2026-01-13 00:46:00,2026-01-14 00:46:00,2026-01-13 04:46:00,2026-01-13 13:46:00,Standard,High,Critical,Implement,Security,Database Team,Allison Douglas,Chennai,Marketing,CRM Server,Issue world message I meeting fire suddenly continue may old whatever.,Conflict Detected,Approved,,Jan-2026,Q1
CHG107867,2021-09-02 23:41:33,2021-09-07 23:41:33,2021-09-10 23:41:33,2021-09-08 01:41:33,2021-09-08 07:41:33,Normal,Low,Low,New,Hardware,Cloud Team,Jill King,Bangalore,HR,Oracle DB,Create outside Mr appear catch nature become shoulder.,No Conflict,Rejected,CAB Review,Sep-2021,Q3
CHG107868,2025-05-24 22:19:26,2025-05-29 22:19:26,2025-05-31 22:19:26,2025-05-30 05:19:26,2025-05-30 09:19:26,Standard,Low,High,Scheduled,Email,Linux Team,Phyllis Dillon,Hyderabad,Support,Web Server,Plan painting pick get.,No Conflict,Pending,Business Request,May-2025,Q2
CHG107869,2021-07-13 02:59:24,2021-07-16 02:59:24,2021-07-17 02:59:24,2021-07-16 06:59:24,2021-07-16 20:59:24,Normal,Medium,High,Review,Database,Database Team,Samantha Jones,Hyderabad,Finance,CRM Server,Life material a discussion rest local.,No Conflict,Approved,,Jul-2021,Q3
CHG107870,2024-01-11 11:58:46,2024-01-13 11:58:46,2024-01-15 11:58:46,2024-01-13 16:58:46,2024-01-14 10:58:46,Normal,Medium,Critical,Assess,Application,Database Team,Jason May,Kolkata,Operations,Web Server,Believe culture second season gun black explain.,Conflict Detected,Approved,,Jan-2024,Q1
CHG107871,2022-03-02 02:12:00,2022-03-07 02:12:00,2022-03-09 02:12:00,2022-03-07 03:12:00,2022-03-07 17:12:00,Emergency,Low,Medium,Review,Network,Linux Team,Erin Burns,Pune,Finance,VPN Gateway,Teach present image city federal court Mrs.,No Conflict,Approved,CAB Review,Mar-2022,Q1
CHG107872,2022-11-11 07:06:50,2022-11-13 07:06:50,2022-11-16 07:06:50,2022-11-13 14:06:50,2022-11-14 02:06:50,Normal,High,Low,Assess,Software,Database Team,Matthew Smith,Kolkata,Support,VPN Gateway,Character onto call book life performance down avoid.,No Conflict,Approved,,Nov-2022,Q4
CHG107873,2021-05-01 17:34:37,2021-05-02 17:34:37,2021-05-04 17:34:37,2021-05-02 20:34:37,2021-05-03 10:34:37,Emergency,Medium,Low,Review,Security,Linux Team,Sandra Kemp,Bangalore,Marketing,VPN Gateway,Will bad wall father condition.,No Conflict,Approved,Vendor Delay,May-2021,Q2
CHG107874,2023-09-23 13:14:49,2023-09-27 13:14:49,2023-09-30 13:14:49,2023-09-27 19:14:49,2023-09-28 02:14:49,Emergency,High,Critical,New,Email,Linux Team,Denise Johnson,Delhi,HR,Exchange Server,Thus care claim at large economic message score former again.,No Conflict,Approved,Awaiting Approval,Sep-2023,Q3
CHG107875,2026-01-13 12:00:15,2026-01-17 12:00:15,2026-01-18 12:00:15,2026-01-17 17:00:15,2026-01-18 12:00:15,Normal,High,Critical,New,Application,Security Team,Gary Miller,Pune,IT,SAP Server,Probably necessary tell behavior within weight own some.,No Conflict,Pending,Vendor Delay,Jan-2026,Q1
CHG107876,2024-06-18 19:50:51,2024-06-21 19:50:51,2024-06-22 19:50:51,2024-06-22 01:50:51,2024-06-22 21:50:51,Normal,Medium,High,Closed,Email,Linux Team,Brandon Shannon,Pune,Sales,SAP Server,Within small central model cause.,No Conflict,Pending,Awaiting Approval,Jun-2024,Q2
CHG107877,2024-07-21 05:53:13,2024-07-26 05:53:13,2024-07-27 05:53:13,2024-07-26 12:53:13,2024-07-27 02:53:13,Standard,Medium,Critical,Assess,Application,Service Desk,Jesus Fischer,Kolkata,Support,VPN Gateway,Policy enter nature drive low.,No Conflict,Pending,CAB Review,Jul-2024,Q3
CHG107878,2023-11-25 04:33:26,2023-11-27 04:33:26,2023-11-28 04:33:26,2023-11-27 06:33:26,2023-11-27 11:33:26,Normal,High,Critical,New,Email,Cloud Team,Carl King,Pune,Support,CRM Server,Sing project low event cause throughout work land.,Conflict Detected,Pending,Business Request,Nov-2023,Q4
CHG107879,2024-10-21 12:10:58,2024-10-24 12:10:58,2024-10-25 12:10:58,2024-10-24 17:10:58,2024-10-25 04:10:58,Emergency,Medium,Medium,New,Network,Cloud Team,Michael Jefferson,Bangalore,HR,Oracle DB,Never include face health decade enter oil bed will evidence.,No Conflict,Pending,CAB Review,Oct-2024,Q4
CHG107880,2024-05-25 01:24:30,2024-05-29 01:24:30,2024-05-31 01:24:30,2024-05-29 08:24:30,2024-05-29 17:24:30,Emergency,Low,Low,Authorize,Application,Cloud Team,Valerie Edwards,Bangalore,Support,Oracle DB,About throughout form specific carry how meeting or treat.,Conflict Detected,Pending,Awaiting Approval,May-2024,Q2
CHG107881,2024-08-27 01:25:05,2024-08-30 01:25:05,2024-09-01 01:25:05,2024-08-30 02:25:05,2024-08-30 22:25:05,Standard,High,Medium,Implement,Security,Service Desk,Kimberly Moore,Hyderabad,HR,Web Server,Skin heart side offer religious.,Conflict Detected,Pending,,Aug-2024,Q3
CHG107882,2023-07-30 14:50:39,2023-08-03 14:50:39,2023-08-05 14:50:39,2023-08-03 20:50:39,2023-08-04 01:50:39,Normal,High,Medium,Authorize,Security,Network Team,Ellen Jefferson,Delhi,Support,VPN Gateway,Ago new if work help.,No Conflict,Pending,Awaiting Approval,Jul-2023,Q3
CHG107883,2026-03-22 09:27:49,2026-03-27 09:27:49,2026-03-28 09:27:49,2026-03-27 10:27:49,2026-03-27 20:27:49,Standard,High,High,Scheduled,Security,Service Desk,Sharon Andrews DVM,Kolkata,Sales,Active Directory,Worry buy drop game cover themselves.,Conflict Detected,Rejected,CAB Review,Mar-2026,Q1
CHG107884,2022-05-18 23:04:41,2022-05-20 23:04:41,2022-05-23 23:04:41,2022-05-21 00:04:41,2022-05-21 02:04:41,Emergency,Low,Medium,Review,Hardware,Security Team,Ryan Wright,Hyderabad,Sales,Power BI Server,Full contain week identify black question.,Conflict Detected,Pending,CAB Review,May-2022,Q2
CHG107885,2022-01-21 15:42:14,2022-01-26 15:42:14,2022-01-28 15:42:14,2022-01-26 19:42:14,2022-01-27 18:42:14,Normal,High,Low,Closed,Email,Linux Team,Sean Brown,Hyderabad,Sales,Web Server,Increase society might space similar you never.,No Conflict,Approved,Vendor Delay,Jan-2022,Q1
CHG107886,2026-06-17 04:56:47,2026-06-22 04:56:47,2026-06-25 04:56:47,2026-06-22 06:56:47,2026-06-22 12:56:47,Standard,High,Medium,Scheduled,Cloud,Service Desk,Eric Reeves,Kolkata,IT,Oracle DB,Simple piece main determine some trial sense security.,No Conflict,Approved,CAB Review,Jun-2026,Q2
CHG107887,2022-08-08 03:18:23,2022-08-09 03:18:23,2022-08-12 03:18:23,2022-08-09 08:18:23,2022-08-10 08:18:23,Standard,High,Low,Authorize,Application,Service Desk,Joshua Aguilar,Kolkata,HR,CRM Server,Such spring nation type think along listen.,Conflict Detected,Pending,CAB Review,Aug-2022,Q3
CHG107888,2022-07-22 08:53:18,2022-07-25 08:53:18,2022-07-28 08:53:18,2022-07-25 08:53:18,2022-07-26 07:53:18,Emergency,High,High,Scheduled,Software,Application Support,Matthew Adams,Hyderabad,Sales,CRM Server,News while born turn from hundred he.,Conflict Detected,Pending,Business Request,Jul-2022,Q3
CHG107889,2024-06-24 03:18:08,2024-06-29 03:18:08,2024-07-01 03:18:08,2024-06-29 06:18:08,2024-06-29 14:18:08,Normal,High,Low,Implement,Database,Cloud Team,Courtney Little,Mumbai,Operations,Power BI Server,Exist police speak professor particularly tend adult available compare.,Conflict Detected,Approved,CAB Review,Jun-2024,Q2
CHG107890,2024-07-18 15:21:18,2024-07-20 15:21:18,2024-07-21 15:21:18,2024-07-20 22:21:18,2024-07-21 14:21:18,Standard,Low,Medium,Scheduled,Email,Cloud Team,Edgar Payne,Bangalore,IT,SAP Server,Really special pressure green mission.,No Conflict,Rejected,Vendor Delay,Jul-2024,Q3
